SampleID,StudyID,Year,Month,Species,Lat,Long,dN15,dC13,C:N,Source
,1,1991,Feb,POM,-59.07,64.07,-4.47,-28.4,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.77,62.4,-4.48,-28.1,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.23,63.25,0.3,-27.9,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.28,72.28,0.17,-27.4,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-59.13,66.8,-4.9,-27.3,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.68,77.35,-4.59,-27.1,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-58.12,80.4,-0.62,-26.7,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.65,80.33,-1.41,-26.6,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-54.3,59.45,-1.41,-26.6,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-50.5,55.08,-4.65,-26.5,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-55.62,61,-3.43,-26.4,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-56.83,68.63,-1.78,-26.3,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-52.88,57.75,-2.51,-26.2,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-50.22,66.52,-2.09,-26.2,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.34,63,-3.55,-26,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.32,79.17,-0.13,-26,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-49.23,53.73,-3.19,-26,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-56.83,67.63,-1.17,-25.9,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.93,79.2,-2.09,-25.8,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-57.62,75.13,-1.78,-25.8,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-56.83,67.8,0.24,-25.8,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-51.62,56.33,-1.29,-25.8,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-48,52.48,-1.41,-25.8,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-50.55,55.03,-3.74,-25.4,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-46.98,68.1,-3.61,-25.4,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-50.6,55.25,-2.51,-25.3,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-56.83,68.58,1.52,-25,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-55,60.2,-2.27,-25,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-56.88,67.72,-0.07,-24.5,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-45.88,67.07,-1.78,-24.4,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-46.35,67.58,-2.76,-23.2,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-45.58,66.77,-2.94,-23.1,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-45.02,66.15,-1.6,-22.9,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-45.45,66.62,2.68,-22.8,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-45.27,66.41,-1.17,-22.3,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-44.65,65.11,-0.13,-21.1,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-40.03,61.15,7.32,-20.4,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-40.33,61.43,6.83,-19.3,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-44.57,65.67,3.41,-19.1,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-44.48,65.55,6.47,-18.5,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-44.25,65.31,7.26,-18.4,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-41.15,62.23,6.96,-17.9,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-43.84,64.51,6.65,-17.7,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-42.3,63.72,5.31,-17.6,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-42.3,63.37,5.92,-17.2,,"Altabet and Francois 1993, 1994"
,1,1991,Feb,POM,-43.2,64.28,6.04,-16.5,,"Altabet and Francois 1993, 1994"
U0115,2,2015,Aug,POM,-44.716,173.708,3.56,-27.85,,Karl Safi unpublished TAN1511
U0085,2,2015,Aug,POM,-44.16,174.029,3.15,-27.15,,Karl Safi unpublished TAN1511
U0127,2,2015,Aug,POM,-42.861,175.96,2.14,-26.93,,Karl Safi unpublished TAN1511
U0052,2,2015,Aug,POM,-44.716,173.708,3.17,-26.88,,Karl Safi unpublished TAN1511
U0114,2,2015,Aug,POM,-44.707,173.691,3.28,-26.83,,Karl Safi unpublished TAN1511
U0086,2,2015,Aug,POM,-44.186,174.022,1.13,-26.8,,Karl Safi unpublished TAN1511
U0087,2,2015,Aug,POM,-42.861,175.96,3.78,-26.8,,Karl Safi unpublished TAN1511
U0117,2,2015,Aug,POM,-43.906,175.955,0.11,-26.62,,Karl Safi unpublished TAN1511
U0207,2,2015,Aug,POM,-43.865,175.939,3.83,-26.59,,Karl Safi unpublished TAN1511
U0088,2,2015,Aug,POM,-44.459,174.637,3,-26.54,,Karl Safi unpublished TAN1511
U0089,2,2015,Aug,POM,-44.459,174.638,1.93,-26.53,,Karl Safi unpublished TAN1511
U0189,2,2015,Aug,POM,-43.169,174.866,3.56,-26.4,,Karl Safi unpublished TAN1511
U0190,2,2015,Aug,POM,-42.861,175.96,4.35,-26.37,,Karl Safi unpublished TAN1511
U0050,2,2015,Aug,POM,-44.707,173.691,4.3,-26.33,,Karl Safi unpublished TAN1511
U0090,2,2015,Aug,POM,-44.138,174.109,0.92,-26.32,,Karl Safi unpublished TAN1511
U0131,2,2015,Aug,POM,-43.622,174.222,2.23,-26.32,,Karl Safi unpublished TAN1511
U0146,2,2015,Aug,POM,-43.372,174.735,3.62,-26.07,,Karl Safi unpublished TAN1511
U0145,2,2015,Aug,POM,-43.621,174.225,3.42,-26.06,,Karl Safi unpublished TAN1511
U0206,2,2015,Aug,POM,-43.214,175.891,2.74,-26.06,,Karl Safi unpublished TAN1511
U0123,2,2015,Aug,POM,-42.903,177.448,2.9,-25.99,,Karl Safi unpublished TAN1511
U0118,2,2015,Aug,POM,-42.861,175.96,3.11,-25.98,,Karl Safi unpublished TAN1511
U0116,2,2015,Aug,POM,-43.903,175.984,1.73,-25.86,,Karl Safi unpublished TAN1511
U0121,2,2015,Aug,POM,-43.773,176.626,1.61,-25.8,,Karl Safi unpublished TAN1511
U0093,2,2015,Aug,POM,-44.186,174.022,2.78,-25.79,,Karl Safi unpublished TAN1511
U0130,2,2015,Aug,POM,-43.222,175.241,2.26,-25.78,,Karl Safi unpublished TAN1511
U0162,2,2015,Aug,POM,-42.723,178.074,2.98,-25.73,,Karl Safi unpublished TAN1511
U0120,2,2015,Aug,POM,-43.425,176.96,1.67,-25.71,,Karl Safi unpublished TAN1511
U0188,2,2015,Aug,POM,-42.903,177.448,2.13,-25.7,,Karl Safi unpublished TAN1511
U0119,2,2015,Aug,POM,-42.739,177.392,2.12,-25.68,,Karl Safi unpublished TAN1511
U0082,2,2015,Aug,POM,-42.723,178.074,0.82,-25.68,,Karl Safi unpublished TAN1511
U0157,2,2015,Aug,POM,-43.116,-179.591,2.74,-25.62,,Karl Safi unpublished TAN1511
U0092,2,2015,Aug,POM,-44.16,174.029,3.58,-25.58,,Karl Safi unpublished TAN1511
U0205,2,2015,Aug,POM,-43.169,174.866,3.19,-25.55,,Karl Safi unpublished TAN1511
U0156,2,2015,Aug,POM,-42.117,179.41,3.57,-25.55,,Karl Safi unpublished TAN1511
U0147,2,2015,Aug,POM,-43.489,174.978,2.92,-25.54,,Karl Safi unpublished TAN1511
U0160,2,2015,Aug,POM,-42.723,178.074,3.29,-25.5,,Karl Safi unpublished TAN1511
U0063,2,2015,Aug,POM,-44.989,179.85,1.78,-25.47,,Karl Safi unpublished TAN1511
U0083,2,2015,Aug,POM,-44.037,-179.046,2.09,-25.34,,Karl Safi unpublished TAN1511
U0098,2,2015,Aug,POM,-42.723,178.074,7.93,-25.27,,Karl Safi unpublished TAN1511
U0187,2,2015,Aug,POM,-42.9,177.447,1.58,-25.24,,Karl Safi unpublished TAN1511
U0081,2,2015,Aug,POM,-43.849,178.551,0.81,-25.22,,Karl Safi unpublished TAN1511
U0158,2,2015,Aug,POM,-44.03,179.084,2.89,-25.19,,Karl Safi unpublished TAN1511
U0094,2,2015,Aug,POM,-42.861,175.96,2.91,-25.19,,Karl Safi unpublished TAN1511
U0099,2,2015,Aug,POM,-43.338,178.917,3.71,-25.16,,Karl Safi unpublished TAN1511
U0180,2,2015,Aug,POM,-42.745,178.121,2.82,-25.15,,Karl Safi unpublished TAN1511
U0059,2,2015,Aug,POM,-42.739,177.392,1.54,-25.14,,Karl Safi unpublished TAN1511
U0159,2,2015,Aug,POM,-44.037,-179.046,3.56,-25.09,,Karl Safi unpublished TAN1511
U0065,2,2015,Aug,POM,-44.03,179.084,2.72,-24.9,,Karl Safi unpublished TAN1511
U0112,2,2015,Aug,POM,-43.906,175.955,1.83,-24.9,,Karl Safi unpublished TAN1511
U0132,2,2015,Aug,POM,-43.538,174.584,3.71,-24.87,,Karl Safi unpublished TAN1511
U0183,2,2015,Aug,POM,-42.723,178.074,2.71,-24.87,,Karl Safi unpublished TAN1511
U0067,2,2015,Aug,POM,-43.328,179.009,2.82,-24.86,,Karl Safi unpublished TAN1511
U0051,2,2015,Aug,POM,-42.723,178.074,2.93,-24.76,,Karl Safi unpublished TAN1511
U0095,2,2015,Aug,POM,-44.459,174.637,3.41,-24.75,,Karl Safi unpublished TAN1511
U0056,2,2015,Aug,POM,-42.903,177.448,2.94,-24.61,,Karl Safi unpublished TAN1511
U0149,2,2015,Aug,POM,-43.538,174.584,2.24,-24.6,,Karl Safi unpublished TAN1511
U0096,2,2015,Aug,POM,-44.459,174.638,2.32,-24.59,,Karl Safi unpublished TAN1511
U0053,2,2015,Aug,POM,-43.425,176.96,3.72,-24.52,,Karl Safi unpublished TAN1511
U0055,2,2015,Aug,POM,-42.723,178.074,2.47,-24.49,,Karl Safi unpublished TAN1511
U0125,2,2015,Aug,POM,-42.861,175.96,1.25,-24.43,,Karl Safi unpublished TAN1511
U0124,2,2015,Aug,POM,-42.827,179.896,3.71,-24.43,,Karl Safi unpublished TAN1511
U0060,2,2015,Aug,POM,-42.903,177.448,0.27,-24.42,,Karl Safi unpublished TAN1511
U0064,2,2015,Aug,POM,-44.989,179.85,1.6,-24.4,,Karl Safi unpublished TAN1511
U0097,2,2015,Aug,POM,-44.138,174.109,1.47,-24.37,,Karl Safi unpublished TAN1511
U0084,2,2015,Aug,POM,-44.037,-179.046,2,-24.33,,Karl Safi unpublished TAN1511
U0151,2,2015,Aug,POM,-43.621,174.225,2.75,-24.32,,Karl Safi unpublished TAN1511
U0062,2,2015,Aug,POM,-42.117,179.41,1.67,-24.29,,Karl Safi unpublished TAN1511
U0148,2,2015,Aug,POM,-43.622,174.222,2.15,-24.26,,Karl Safi unpublished TAN1511
U0058,2,2015,Aug,POM,-42.9,177.447,1.32,-24.23,,Karl Safi unpublished TAN1511
U0175,2,2015,Aug,POM,-43.187,175.905,2.48,-24.21,,Karl Safi unpublished TAN1511
U0128,2,2015,Aug,POM,-43.222,175.241,1.74,-24.19,,Karl Safi unpublished TAN1511
U0066,2,2015,Aug,POM,-44.037,-179.046,4.13,-24.11,,Karl Safi unpublished TAN1511
U0129,2,2015,Aug,POM,-43.773,176.626,1.03,-24.11,,Karl Safi unpublished TAN1511
U0054,2,2015,Aug,POM,-43.338,178.917,1.97,-24.02,,Karl Safi unpublished TAN1511
U0144,2,2015,Aug,POM,-43.074,175.017,3.1,-23.96,,Karl Safi unpublished TAN1511
U0176,2,2015,Aug,POM,-42.861,175.96,2.51,-23.94,,Karl Safi unpublished TAN1511
U0182,2,2015,Aug,POM,-42.745,178.121,1.01,-23.77,,Karl Safi unpublished TAN1511
U0177,2,2015,Aug,POM,-44.02,174.848,1.96,-23.75,,Karl Safi unpublished TAN1511
U0161,2,2015,Aug,POM,-43.849,178.551,2.13,-23.74,,Karl Safi unpublished TAN1511
U0178,2,2015,Aug,POM,-43.214,175.891,1.85,-23.72,,Karl Safi unpublished TAN1511
U0153,2,2015,Aug,POM,-43.489,174.978,2.33,-23.7,,Karl Safi unpublished TAN1511
U0174,2,2015,Aug,POM,-44.02,174.848,1.98,-23.68,,Karl Safi unpublished TAN1511
U0126,2,2015,Aug,POM,-42.861,175.96,2.65,-23.67,,Karl Safi unpublished TAN1511
U0185,2,2015,Aug,POM,-42.827,179.896,1.55,-23.67,,Karl Safi unpublished TAN1511
U0152,2,2015,Aug,POM,-43.372,174.735,2.76,-23.5,,Karl Safi unpublished TAN1511
U0049,2,2015,Aug,POM,-43.328,179.009,3.1,-23.44,,Karl Safi unpublished TAN1511
U0061,2,2015,Aug,POM,-43.116,-179.591,2.78,-23.44,,Karl Safi unpublished TAN1511
U0179,2,2015,Aug,POM,-43.865,175.939,2.1,-23.43,,Karl Safi unpublished TAN1511
U0113,2,2015,Aug,POM,-43.903,175.984,1,-23.41,,Karl Safi unpublished TAN1511
U0181,2,2015,Aug,POM,-42.723,178.074,0.78,-23.36,,Karl Safi unpublished TAN1511
U0150,2,2015,Aug,POM,-43.074,175.017,2.45,-22.78,,Karl Safi unpublished TAN1511
U0155,2,2015,Aug,POM,-42.86,179.823,0.56,-22.09,,Karl Safi unpublished TAN1511
U0186,2,2015,Aug,POM,-42.86,179.823,0.65,-21.24,,Karl Safi unpublished TAN1511
U0281,3,2011,Dec,POM,-42.723,178.092,7.52,-25.19,,Andres Gutierrez Rodriguez unpublished TAN1516
U0282,3,2011,Dec,POM,-42.723,178.092,7.55,-25.11,,Andres Gutierrez Rodriguez unpublished TAN1516
U0283,3,2011,Dec,POM,-42.723,178.092,5.24,-25.07,,Andres Gutierrez Rodriguez unpublished TAN1516
U0284,3,2011,Dec,POM,-42.723,178.091,6.94,-24.2,,Andres Gutierrez Rodriguez unpublished TAN1516
U0285,3,2011,Dec,POM,-42.723,178.091,6.92,-24.14,,Andres Gutierrez Rodriguez unpublished TAN1516
U0334,3,2011,Dec,POM,-43.197,175.882,6.32,-24.07,,Andres Gutierrez Rodriguez unpublished TAN1516
U0335,3,2011,Dec,POM,-43.197,175.882,6.76,-24.03,,Andres Gutierrez Rodriguez unpublished TAN1516
U0300,3,2011,Dec,POM,-42.843,179.863,6.29,-23.92,,Andres Gutierrez Rodriguez unpublished TAN1516
U0336,3,2011,Dec,POM,-43.197,175.88,5.91,-23.41,,Andres Gutierrez Rodriguez unpublished TAN1516
U0217,3,2011,Dec,POM,-43.286,-179.03,7.92,-23.35,,Andres Gutierrez Rodriguez unpublished TAN1516
U0214,3,2011,Dec,POM,-43.205,179.9,6.58,-23.02,,Andres Gutierrez Rodriguez unpublished TAN1516
U0316,3,2011,Dec,POM,-43.306,174.352,8.17,-22.89,,Andres Gutierrez Rodriguez unpublished TAN1516
U0210,3,2011,Dec,POM,-43.366,178.924,7.57,-22.87,,Andres Gutierrez Rodriguez unpublished TAN1516
U0220,3,2011,Dec,POM,-43.286,-179.03,7.05,-22.87,,Andres Gutierrez Rodriguez unpublished TAN1516
U0337,3,2011,Dec,POM,-43.197,175.88,6.05,-22.83,,Andres Gutierrez Rodriguez unpublished TAN1516
U0246,3,2011,Dec,POM,-43.262,176.58,7.17,-22.69,,Andres Gutierrez Rodriguez unpublished TAN1516
U0286,3,2011,Dec,POM,-42.843,179.862,6.11,-22.6,,Andres Gutierrez Rodriguez unpublished TAN1516
U0248,3,2011,Dec,POM,-43.462,176.98,6.49,-22.48,,Andres Gutierrez Rodriguez unpublished TAN1516
U0243,3,2011,Dec,POM,-43.262,176.58,6.76,-22.48,,Andres Gutierrez Rodriguez unpublished TAN1516
U0287,3,2011,Dec,POM,-42.843,179.862,6.84,-22.34,,Andres Gutierrez Rodriguez unpublished TAN1516
U0299,3,2011,Dec,POM,-42.843,179.862,6.45,-22.33,,Andres Gutierrez Rodriguez unpublished TAN1516
U0318,3,2011,Dec,POM,-44.171,174.029,-5.06,-22.29,,Andres Gutierrez Rodriguez unpublished TAN1516
U0218,3,2011,Dec,POM,-43.205,179.9,6.96,-22.27,,Andres Gutierrez Rodriguez unpublished TAN1516
U0288,3,2011,Dec,POM,-42.843,179.862,5.3,-22.21,,Andres Gutierrez Rodriguez unpublished TAN1516
U0219,3,2011,Dec,POM,-43.205,179.9,6.58,-22.15,,Andres Gutierrez Rodriguez unpublished TAN1516
U0216,3,2011,Dec,POM,-43.205,179.9,6.55,-22.14,,Andres Gutierrez Rodriguez unpublished TAN1516
U0317,3,2011,Dec,POM,-44.171,174.029,0.77,-22.13,,Andres Gutierrez Rodriguez unpublished TAN1516
U0319,3,2011,Dec,POM,-43.306,174.352,8.71,-22.13,,Andres Gutierrez Rodriguez unpublished TAN1516
U0308,3,2011,Dec,POM,-43.848,178.58,6.57,-22.01,,Andres Gutierrez Rodriguez unpublished TAN1516
U0249,3,2011,Dec,POM,-43.462,176.98,7.03,-21.99,,Andres Gutierrez Rodriguez unpublished TAN1516
U0213,3,2011,Dec,POM,-43.366,178.924,7.74,-21.97,,Andres Gutierrez Rodriguez unpublished TAN1516
U0209,3,2011,Dec,POM,-43.366,178.9,7.51,-21.7,,Andres Gutierrez Rodriguez unpublished TAN1516
U0272,3,2011,Dec,POM,-44.171,174.02,0.54,-21.48,,Andres Gutierrez Rodriguez unpublished TAN1516
U0271,3,2011,Dec,POM,-44.171,174.02,0.53,-21.38,,Andres Gutierrez Rodriguez unpublished TAN1516
U0208,3,2011,Dec,POM,-43.366,178.9,7.66,-21.37,,Andres Gutierrez Rodriguez unpublished TAN1516
U0245,3,2011,Dec,POM,-43.462,176.98,6.48,-21.31,,Andres Gutierrez Rodriguez unpublished TAN1516
U0212,3,2011,Dec,POM,-43.366,178.924,7.74,-21.31,,Andres Gutierrez Rodriguez unpublished TAN1516
U0244,3,2011,Dec,POM,-43.262,176.58,6.1,-20.93,,Andres Gutierrez Rodriguez unpublished TAN1516
U0310,3,2011,Dec,POM,-44.256,174.431,3.92,-20.92,,Andres Gutierrez Rodriguez unpublished TAN1516
U0211,3,2011,Dec,POM,-43.366,178.9,7.98,-20.83,,Andres Gutierrez Rodriguez unpublished TAN1516
U0303,3,2011,Dec,POM,-43.907,175.957,6.7,-20.49,,Andres Gutierrez Rodriguez unpublished TAN1516
U0274,3,2011,Dec,POM,-44.154,175.118,8.16,-20.47,,Andres Gutierrez Rodriguez unpublished TAN1516
U0330,3,2011,Dec,POM,-43.708,178.355,6.2,-20.47,,Andres Gutierrez Rodriguez unpublished TAN1516
U0311,3,2011,Dec,POM,-44.256,174.431,4.23,-20.33,,Andres Gutierrez Rodriguez unpublished TAN1516
U0307,3,2011,Dec,POM,-43.848,178.58,5.39,-20.23,,Andres Gutierrez Rodriguez unpublished TAN1516
U0331,3,2011,Dec,POM,-43.708,178.355,5.8,-20.12,,Andres Gutierrez Rodriguez unpublished TAN1516
U0312,3,2011,Dec,POM,-44.256,174.431,3.29,-19.87,,Andres Gutierrez Rodriguez unpublished TAN1516
U0333,3,2011,Dec,POM,-43.848,178.58,5.77,-19.65,,Andres Gutierrez Rodriguez unpublished TAN1516
U0306,3,2011,Dec,POM,-43.907,175.957,6.53,-19.57,,Andres Gutierrez Rodriguez unpublished TAN1516
U0332,3,2011,Dec,POM,-43.708,178.355,6.08,-19.56,,Andres Gutierrez Rodriguez unpublished TAN1516
U0275,3,2011,Dec,POM,-44.249,176.225,7.99,-19.55,,Andres Gutierrez Rodriguez unpublished TAN1516
U0301,3,2011,Dec,POM,-43.551,175.586,7.15,-19.34,,Andres Gutierrez Rodriguez unpublished TAN1516
U0313,3,2011,Dec,POM,-44.256,174.431,3.34,-19.3,,Andres Gutierrez Rodriguez unpublished TAN1516
U0276,3,2011,Dec,POM,-44.249,176.225,8.4,-19.3,,Andres Gutierrez Rodriguez unpublished TAN1516
U0304,3,2011,Dec,POM,-43.551,175.586,7.31,-19.14,,Andres Gutierrez Rodriguez unpublished TAN1516
U0277,3,2011,Dec,POM,-44.154,175.118,7.79,-18.95,,Andres Gutierrez Rodriguez unpublished TAN1516
U0305,3,2011,Dec,POM,-43.907,175.957,7.24,-18.5,,Andres Gutierrez Rodriguez unpublished TAN1516
U0302,3,2011,Dec,POM,-43.551,175.586,7.75,-18.46,,Andres Gutierrez Rodriguez unpublished TAN1516
U0279,3,2011,Dec,POM,-44.249,176.225,7.98,-18.12,,Andres Gutierrez Rodriguez unpublished TAN1516
U0280,3,2011,Dec,POM,-44.249,176.225,7.86,-17.76,,Andres Gutierrez Rodriguez unpublished TAN1516
U0270,3,2011,Dec,POM,-43.306,174.35,7.72,-17.76,,Andres Gutierrez Rodriguez unpublished TAN1516
U0273,3,2011,Dec,POM,-43.306,174.35,7.76,-17.52,,Andres Gutierrez Rodriguez unpublished TAN1516
U0314,3,2015,Dec,POM,-44.424,173.418,1.59,-24.17,,Andres Gutierrez Rodriguez unpublished TAN1516
U0315,3,2015,Dec,POM,-44.424,173.418,0.79,-23.7,,Andres Gutierrez Rodriguez unpublished TAN1516
U0269,3,2015,Dec,POM,-44.424,173.418,1.06,-23.51,,Andres Gutierrez Rodriguez unpublished TAN1516
U0268,3,2015,Dec,POM,-44.424,173.418,-0.38,-22.98,,Andres Gutierrez Rodriguez unpublished TAN1516
U0239,3,2015,Dec,POM,-42.711,175.112,6.75,-22.9,,Andres Gutierrez Rodriguez unpublished TAN1516
U0237,3,2015,Dec,POM,-42.711,175.112,6.17,-22.75,,Andres Gutierrez Rodriguez unpublished TAN1516
U0238,3,2015,Dec,POM,-42.711,175.112,6.48,-22.66,,Andres Gutierrez Rodriguez unpublished TAN1516
U0242,3,2015,Dec,POM,-42.711,175.112,5.3,-22.38,,Andres Gutierrez Rodriguez unpublished TAN1516
U0240,3,2015,Dec,POM,-42.711,175.112,6.96,-21.77,,Andres Gutierrez Rodriguez unpublished TAN1516
U0241,3,2015,Dec,POM,-42.711,175.112,6.17,-21.69,,Andres Gutierrez Rodriguez unpublished TAN1516
U0093,4,2017,Mar,POM,-51.36,172.224,-4.1,-30.62,7.44,Andres Gutierrez Rodriguez unpublished TAN1702
U0090,4,2017,Mar,POM,-51.36,172.224,-5.84,-25.64,4.58,Andres Gutierrez Rodriguez unpublished TAN1702
U0097,4,2017,Mar,POM,-49.239,167.007,0.44,-25.58,5.21,Andres Gutierrez Rodriguez unpublished TAN1702
U0096,4,2017,Mar,POM,-49.239,167.007,-1.4,-25.05,4.52,Andres Gutierrez Rodriguez unpublished TAN1702
U0100,4,2017,Mar,POM,-51.691,171.028,-3.51,-24.56,4.8,Andres Gutierrez Rodriguez unpublished TAN1702
U0091,4,2017,Mar,POM,-51.63,171.281,-4.52,-24.5,4.91,Andres Gutierrez Rodriguez unpublished TAN1702
U0102,4,2017,Mar,POM,-45.505,171.249,2.99,-24.42,5.37,Andres Gutierrez Rodriguez unpublished TAN1702
U0092,4,2017,Mar,POM,-50.994,168.528,-0.42,-24.34,5.53,Andres Gutierrez Rodriguez unpublished TAN1702
U0095,4,2017,Mar,POM,-50.994,168.528,0.32,-24.24,6.59,Andres Gutierrez Rodriguez unpublished TAN1702
U0094,4,2017,Mar,POM,-51.63,171.281,-3.92,-23.95,5.76,Andres Gutierrez Rodriguez unpublished TAN1702
U0103,4,2017,Mar,POM,-45.505,171.249,3.09,-23.8,5.65,Andres Gutierrez Rodriguez unpublished TAN1702
U0101,4,2017,Mar,POM,-51.691,171.028,-1.42,-23.76,5.47,Andres Gutierrez Rodriguez unpublished TAN1702
U0104,4,2017,Mar,POM,-46.975,170.801,-3.17,-22.61,4.2,Andres Gutierrez Rodriguez unpublished TAN1702
U0105,4,2017,Mar,POM,-46.975,170.801,-0.01,-22.02,5.59,Andres Gutierrez Rodriguez unpublished TAN1702
U0106,4,2017,Mar,POM,-49.75,171.482,2.77,-20.52,6.28,Andres Gutierrez Rodriguez unpublished TAN1702
U0107,4,2017,Mar,POM,-49.75,171.482,2.93,-19.7,6.72,Andres Gutierrez Rodriguez unpublished TAN1702
U0126,5,2018,Feb,POM,-72.79,178.573,-2.45,-30.71,4.961788735,Andres Gutierrez Rodriguez unpublished TAN1802
U0050,5,2018,Feb,POM,-72.79,178.573,-2.54,-30.32,4.674255412,Andres Gutierrez Rodriguez unpublished TAN1802
U0125,5,2018,Feb,POM,-72.612,177.033,-1.46,-29.73,5.061113279,Andres Gutierrez Rodriguez unpublished TAN1802
U0049,5,2018,Feb,POM,-72.612,177.033,-1.24,-29.45,5.032410474,Andres Gutierrez Rodriguez unpublished TAN1802
U0189,5,2018,Feb,POM,-67.855,172.86,-0.77,-29.15,4.461518562,Andres Gutierrez Rodriguez unpublished TAN1802
U0188,5,2018,Feb,POM,-67.855,172.86,4.01,-28.95,6.903208244,Andres Gutierrez Rodriguez unpublished TAN1802
U0186,5,2018,Feb,POM,-67.855,172.86,-0.33,-28.9,4.937660231,Andres Gutierrez Rodriguez unpublished TAN1802
U0051,5,2018,Feb,POM,-72.996,177.928,-1.41,-28.8,5.134216637,Andres Gutierrez Rodriguez unpublished TAN1802
U0185,5,2018,Feb,POM,-67.855,172.86,-0.58,-28.77,4.783324306,Andres Gutierrez Rodriguez unpublished TAN1802
U0127,5,2018,Feb,POM,-72.996,177.928,-1.51,-28.75,4.915871941,Andres Gutierrez Rodriguez unpublished TAN1802
U0048,5,2018,Feb,POM,-68.076,173.035,-1.21,-28.68,5.037674778,Andres Gutierrez Rodriguez unpublished TAN1802
U0124,5,2018,Feb,POM,-68.076,173.035,-0.96,-28.6,4.923508664,Andres Gutierrez Rodriguez unpublished TAN1802
U0206,5,2018,Feb,POM,-58.027,174.214,-1.09,-27.48,6.654183623,Andres Gutierrez Rodriguez unpublished TAN1802
U0041,5,2018,Feb,POM,-64.033,171.332,-1.8,-26.99,5.267867162,Andres Gutierrez Rodriguez unpublished TAN1802
U0205,5,2018,Feb,POM,-58.027,174.214,-3.03,-26.55,6.579204081,Andres Gutierrez Rodriguez unpublished TAN1802
U0167,5,2018,Feb,POM,-64.682,170.938,-0.19,-26.35,4.792939806,Andres Gutierrez Rodriguez unpublished TAN1802
U0158,5,2018,Feb,POM,-64.682,170.938,-0.07,-26.26,4.83116997,Andres Gutierrez Rodriguez unpublished TAN1802
U0042,5,2018,Feb,POM,-64.683,170.951,-0.97,-26.17,4.983429504,Andres Gutierrez Rodriguez unpublished TAN1802
U0160,5,2018,Feb,POM,-64.682,170.938,-0.25,-26.17,4.65307229,Andres Gutierrez Rodriguez unpublished TAN1802
U0166,5,2018,Feb,POM,-64.682,170.938,-0.29,-26.1,4.760768044,Andres Gutierrez Rodriguez unpublished TAN1802
U0159,5,2018,Feb,POM,-64.682,170.938,-0.46,-26.06,4.800985039,Andres Gutierrez Rodriguez unpublished TAN1802
U0183,5,2018,Feb,POM,-58.027,174.214,-0.89,-26.04,6.437472281,Andres Gutierrez Rodriguez unpublished TAN1802
U0038,5,2018,Feb,POM,-57.4,174.206,-4.29,-26.02,5.549172948,Andres Gutierrez Rodriguez unpublished TAN1802
