SampleID,StudyID,Year,Month,Species,Lat,Long,dN15,dC13,C:N,Source
,16,1998,Feb,POM,-55.25,-64.974,3.87,-22.17,7.1,Dunbar et al (unpublished)
,16,1998,Feb,POM,-55.5,-64.959,2.45,-22.73,6.91,Dunbar et al (unpublished)
,16,1998,Feb,POM,-55.75,-64.967,0.01,-22.42,6.88,Dunbar et al (unpublished)
,16,1998,Feb,POM,-56,-64.973,-0.88,-25.09,7.11,Dunbar et al (unpublished)
,16,1998,Feb,POM,-56.253,-64.971,0.01,-24.25,7.39,Dunbar et al (unpublished)
,16,1998,Feb,POM,-56.501,-64.97,-3.34,-25.31,7.93,Dunbar et al (unpublished)
,16,1998,Feb,POM,-56.75,-64.974,-3.13,-26.23,7.41,Dunbar et al (unpublished)
,16,1998,Feb,POM,-57,-64.971,-2.26,-26.45,7.75,Dunbar et al (unpublished)
,16,1998,Feb,POM,-57.251,-64.977,-2.67,-25.18,7.05,Dunbar et al (unpublished)
,16,1998,Feb,POM,-57.506,-64.971,-1.36,-24.11,7.42,Dunbar et al (unpublished)
,16,1998,Feb,POM,-57.747,-64.968,-0.3,-23.88,7.16,Dunbar et al (unpublished)
,16,1998,Feb,POM,-57.867,-64.972,-2.68,-24.54,7.5,Dunbar et al (unpublished)
,16,1998,Feb,POM,-57.983,-64.972,-5.13,-24.22,7.43,Dunbar et al (unpublished)
,16,1998,Feb,POM,-58.128,-64.969,-2,-25.64,7.29,Dunbar et al (unpublished)
,16,1998,Feb,POM,-58.252,-64.979,-1.96,-25.48,7.29,Dunbar et al (unpublished)
,16,1998,Feb,POM,-58.498,-64.983,-1.3,-24.15,7.12,Dunbar et al (unpublished)
,16,1998,Feb,POM,-58.75,-64.983,-1.9,-26.05,8.1,Dunbar et al (unpublished)
,16,1998,Feb,POM,-58.885,-64.973,-2.68,-25.45,7.82,Dunbar et al (unpublished)
,16,1998,Feb,POM,-59,-64.973,-0.6,-25.08,6.92,Dunbar et al (unpublished)
,16,1998,Feb,POM,-59.125,-64.976,-2.17,-26.13,7.36,Dunbar et al (unpublished)
,16,1998,Feb,POM,-59.25,-64.981,0.56,-25.93,6.79,Dunbar et al (unpublished)
,16,1998,Feb,POM,-59.375,-64.982,-1.75,-25.96,6.67,Dunbar et al (unpublished)
,16,1998,Feb,POM,-59.5,-64.981,-0.24,-26.59,6.6,Dunbar et al (unpublished)
,16,1998,Feb,POM,-59.625,-64.98,-2.16,-27.25,6.47,Dunbar et al (unpublished)
,16,1998,Feb,POM,-59.75,-64.977,-1.6,-27.97,6.62,Dunbar et al (unpublished)
,16,1998,Feb,POM,-59.875,-64.986,-1.63,-28.14,6.54,Dunbar et al (unpublished)
,16,1998,Feb,POM,-60,-64.992,-0.59,-28.49,7.03,Dunbar et al (unpublished)
,16,1998,Feb,POM,-60.125,-64.99,-0.07,-27.65,7.47,Dunbar et al (unpublished)
,16,1998,Feb,POM,-60.25,-64.987,-0.59,-28.44,6.95,Dunbar et al (unpublished)
,16,1998,Feb,POM,-60.375,-64.99,-0.12,-28.37,8.02,Dunbar et al (unpublished)
,16,1998,Feb,POM,-60.51,-64.987,-0.08,-28.32,7.52,Dunbar et al (unpublished)
,16,1998,Feb,POM,-60.749,-64.993,-0.63,-27.79,6.68,Dunbar et al (unpublished)
,16,1998,Feb,POM,-60.999,-64.984,-0.46,-28.51,6.89,Dunbar et al (unpublished)
,16,1998,Feb,POM,-61.25,-64.983,-2.59,-27.03,15.62,Dunbar et al (unpublished)
,16,1998,Feb,POM,-61.5,-64.987,-0.78,-29.38,7.61,Dunbar et al (unpublished)
,16,1998,Feb,POM,-61.75,-64.986,-2.67,-29.48,6.57,Dunbar et al (unpublished)
,16,1998,Feb,POM,-62,-64.987,-2.93,-28.8,6.39,Dunbar et al (unpublished)
,16,1998,Feb,POM,-62.246,-64.986,-1.8,-27.34,6.09,Dunbar et al (unpublished)
,16,1998,Feb,POM,-62.5,-65.007,-1.14,-27.78,6.48,Dunbar et al (unpublished)
,16,1998,Feb,POM,-62.75,-64.993,-0.79,-26.98,6.64,Dunbar et al (unpublished)
,16,1998,Mar,POM,-63,-64.99,0.01,-27.51,6.27,Dunbar et al (unpublished)
,16,1998,Mar,POM,-63.25,-64.996,-0.2,-26.65,5.94,Dunbar et al (unpublished)
,16,1998,Mar,POM,-63.5,-64.997,1.27,-26.96,5.93,Dunbar et al (unpublished)
,16,1998,Mar,POM,-63.75,-65.004,-1.09,-28.19,5.62,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64,-64.996,4.6,-27.99,6.2,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.252,-64.988,2.33,-28.98,5.17,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.5,-65,3.23,-29.79,5.5,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.625,-65.02,1.23,-28.78,5.55,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.705,-64.928,3.6,-30,5.13,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.782,-64.787,3.74,-30.71,5.49,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.858,-64.652,2.01,-30.6,5.68,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.889,-64.46,1.17,-30.13,5.48,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.879,-64.234,1.83,-30.47,5.53,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.852,-64.127,1.29,-30.61,5.89,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.852,-64.127,1.77,-30.94,5.53,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.819,-64.07,0.9,-30.26,5.99,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.819,-64.07,0.15,-30.4,5.86,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.787,-64.076,2.43,-27.97,5.8,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.787,-64.076,1.26,-29.28,6,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.775,-64.066,1.07,-29.54,6.12,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.775,-64.066,1.54,-28.96,6.41,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.775,-64.066,2.76,-28.38,5.93,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.838,-64.125,3.2,-28.87,5.64,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.892,-64.396,1.36,-30.37,5.9,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.914,-65.047,1.84,-30.4,5.89,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.326,-65.853,2.9,-28.08,6.18,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.552,-66.329,1.09,-28.48,5.95,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.806,-66.813,2.5,-29.01,5.88,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.932,-67.073,2.65,-28.27,5.93,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.994,-67.201,2.61,-29.31,5.56,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.097,-67.405,1.9,-30.08,5.84,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.173,-67.558,0.23,-29.82,5.91,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.248,-67.716,-0.39,-28.62,5.83,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.3,-67.821,-1.85,-29.13,5.83,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.442,-67.636,1.45,-30.95,5.8,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.481,-67.528,3.16,-30.75,5.54,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.529,-67.416,2.43,-30.32,5.49,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.594,-67.283,3.27,-30.62,5.66,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.652,-67.15,2.36,-30.75,5.53,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.698,-67.045,0.95,-30.75,5.97,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.698,-67.045,1.7,-30.46,5.99,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.747,-66.964,0.67,-30.23,5.96,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.806,-66.912,0.17,-30.28,5.56,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.873,-66.872,2.68,-29.32,6.24,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.037,-66.76,-0.46,-31.08,6.23,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.063,-66.757,-0.9,-30.79,6.14,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.078,-66.8,-0.72,-30.39,5.83,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.088,-66.82,2.07,-29.76,6.66,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.115,-66.834,2.04,-30.52,6.69,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.183,-66.844,-0.09,-31.07,5.67,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.215,-66.883,-0.65,-29.86,5.87,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.187,-66.854,-1.23,-29.87,5.56,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.142,-66.749,-0.4,-30.82,6.13,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.187,-66.842,-1.17,-31.46,6.17,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.217,-66.884,-0.45,-30.48,5.49,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.217,-66.882,-0.01,-29.33,6.74,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.213,-66.886,1,-29.85,5.89,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.216,-66.884,0.48,-30.38,5.84,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.21,-66.883,0,-29.52,6.13,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.215,-66.885,0.11,-30.2,5.87,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.217,-66.884,-0.11,-30.86,5.88,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.216,-66.884,-0.27,-30.49,5.98,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.217,-66.884,-0.8,-31.06,5.7,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.205,-66.852,-0.39,-31.22,5.96,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.211,-66.899,-0.42,-30.93,5.95,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.212,-66.901,0.97,-30.57,5.72,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.213,-66.903,-0.93,-31.43,5.77,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.211,-66.903,1.18,-31.25,5.61,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.217,-66.883,-0.22,-31.75,6.18,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.212,-66.99,1.85,-29.69,6.6,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.153,-66.719,0.17,-30.93,5.52,Dunbar et al (unpublished)
,16,1998,Mar,POM,-67.15,-66.818,-0.5,-31.62,5.57,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.937,-66.824,-0.79,-31.44,5.95,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.722,-66.996,1.43,-30.98,5.8,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.727,-66.932,2.34,-30.36,6.73,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.575,-67.165,3.46,-30.87,5.36,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.429,-66.916,1.72,-30.97,5.47,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.273,-66.609,5.04,-29.34,5.65,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.02,-65.944,3.52,-29.92,5.5,Dunbar et al (unpublished)
,16,1998,Mar,POM,-66.039,-65.695,2.48,-29.49,5.92,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.947,-65.41,2.49,-29.37,5.86,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.904,-65.171,1.92,-30.24,5.92,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.786,-65.074,0.77,-31.43,6.11,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.728,-64.895,2.1,-30.15,5.74,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.649,-64.847,2.83,-29.24,5.81,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.566,-64.706,3.18,-30.72,5.79,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.438,-64.571,1.76,-28.69,6.63,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.338,-64.418,0.47,-30.89,6.02,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.124,-64.034,2.02,-28.95,6.02,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.982,-63.503,2.02,-31.61,5.55,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.882,-63.724,2.82,-30.47,5.98,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.845,-64.175,3.31,-30.52,5.7,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.845,-64.175,3.39,-30.04,6.32,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.853,-64.199,2.2,-30.79,5.92,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.846,-64.155,2.78,-29.54,6.32,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.861,-64.212,2.48,-30.5,5.82,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.862,-64.21,2.85,-30.55,5.88,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.862,-64.209,5.37,-30.4,6.39,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.839,-64.27,2.93,-30.61,5.2,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.9,-64.217,3,-30.66,5.28,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.869,-64.378,1.78,-31.1,5.33,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.939,-64.564,2.72,-30.35,5.32,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.927,-64.267,2.15,-31.35,5.48,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.941,-64.295,3.29,-32.59,6.3,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.936,-64.293,1.75,-31.57,6.27,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.844,-64.176,5.14,-31.34,5.8,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.88,-64.238,2.43,-30.97,5.29,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.935,-64.347,2.76,-31.02,5.73,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.935,-64.347,5.15,-31.69,5.36,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.959,-64.381,2.54,-31.73,6.03,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.92,-64.283,4.16,-29.95,5.28,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.947,-64.309,2.56,-31.28,5.29,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.896,-63.69,4.38,-30.93,5.66,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.922,-63.615,4.42,-30.46,5.81,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.798,-63.518,4.59,-31.3,5.24,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.975,-63.425,4.26,-32.29,6.01,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.063,-63.142,3.25,-31.16,6.03,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.06,-63.095,2.63,-32.7,7.72,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.061,-63.109,2.99,-31.14,6.11,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.066,-63.178,2.72,-31.59,6.09,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.032,-63.235,2.87,-31.55,5.73,Dunbar et al (unpublished)
,16,1998,Mar,POM,-65.009,-63.338,4.13,-31.25,6.04,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.977,-63.385,3.07,-32.46,5.4,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.779,-63.13,3.58,-31.59,5.37,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.754,-63.044,3.28,-32.22,5.3,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.772,-62.848,3.23,-32.68,5.39,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.791,-62.729,5.94,-32.58,5.59,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.809,-62.677,1.01,-32.66,5.83,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.84,-62.614,3.35,-31.24,5.54,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.86,-62.549,2.59,-32.05,5.76,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.87,-62.53,2.9,-31.97,5.53,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.879,-62.593,2.29,-32.74,5.67,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.849,-62.6,2.46,-33.4,5.83,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.775,-62.841,2.67,-33.05,5.7,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.82,-63.167,2.96,-32.28,5.63,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.889,-63.284,2.81,-31.48,5.55,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.962,-63.396,7.75,-31.07,5.62,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.904,-63.676,2.66,-30.94,5.56,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.86,-64.069,2.75,-31.75,5.8,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.83,-64.087,4.41,-31.87,5.93,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.775,-64.057,4.3,-30.41,5.55,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.916,-64.261,3.64,-30.7,5.4,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.916,-64.26,3.55,-30.61,5.29,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.948,-64.316,2.57,-31.96,5.35,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.844,-64.223,3.69,-31.74,5.01,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.825,-64.191,4.99,-31.59,5.08,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.847,-64.116,3.66,-31.6,5.07,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.85,-64.047,3.15,-31.73,5.33,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.888,-63.744,3.11,-30.67,5.5,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.839,-63.642,2.79,-30.99,5.89,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.771,-63.335,3.29,-31.54,5.62,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.745,-63.281,3.34,-31.47,5.54,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.71,-63.021,3.2,-31.51,5.39,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.75,-63.04,3.34,-31.38,5.75,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.737,-62.951,3.85,-31.02,5.57,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.752,-62.844,3.17,-31.68,5.5,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.779,-62.776,2.98,-32.55,5.39,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.811,-62.717,2.72,-32.22,5.87,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.799,-62.768,2.91,-32.18,5.43,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.748,-63.019,5.82,-32.55,5.38,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.785,-63.017,2.95,-31.5,5.37,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.75,-63.061,3.07,-31.01,5.8,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.768,-63.113,6.93,-31.18,5.49,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.759,-63.116,3.29,-31.69,5.43,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.733,-62.976,3.04,-32.01,5.4,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.771,-62.933,2.77,-31.31,5.62,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.756,-62.881,2.52,-31.75,5.35,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.787,-62.865,3.32,-32.14,5.54,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.753,-62.807,3.05,-32.22,5.64,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.77,-62.796,2.87,-32.27,5.57,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.768,-62.765,3.12,-32.63,5.48,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.808,-62.74,2.54,-31.87,5.71,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.767,-62.823,,-31.92,5.78,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.765,-62.898,3.35,-32.21,5.89,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.764,-62.896,3.38,-31.99,5.61,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.767,-62.996,3.3,-32.27,5.73,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.774,-62.857,3.22,-31.79,5.64,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.777,-62.799,2.66,-31.88,5.5,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.778,-62.84,2.44,-32.07,5.12,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.765,-62.901,5.22,-30.94,5.6,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.763,-63.061,2.94,-31.82,5.54,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.763,-63.093,3.2,-31.88,5.66,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.776,-63.088,6.29,-31.84,6.04,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.833,-63.086,3.01,-31.79,5.93,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.837,-63.035,3.37,-31.89,5.66,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.848,-62.958,3.07,-32.08,5.84,Dunbar et al (unpublished)
,16,1998,Mar,POM,-64.908,-62.915,2.74,-32.36,6.12,Dunbar et al (unpublished)
,16,1999,Mar,POM,-60.11,-66.076,1.71,-26.88,8.27,Dunbar et al (unpublished)
,16,1999,Mar,POM,-60.298,-66.122,1.42,-29.32,7.55,Dunbar et al (unpublished)
,16,1999,Mar,POM,-60.482,-66.17,1.19,-26.63,7.23,Dunbar et al (unpublished)
,16,1999,Mar,POM,-60.65,-66.198,2.31,-26.86,6.77,Dunbar et al (unpublished)
,16,1999,Mar,POM,-60.829,-66.271,-1.62,-27.17,6.55,Dunbar et al (unpublished)
,16,1999,Mar,POM,-61.008,-66.328,2.38,-29.66,7.12,Dunbar et al (unpublished)
,16,1999,Mar,POM,-61.189,-66.374,0.96,-28.72,6.37,Dunbar et al (unpublished)
,16,1999,Mar,POM,-61.378,-66.425,-0.07,-30.45,6.58,Dunbar et al (unpublished)
,16,1999,Mar,POM,-61.571,-66.475,1.23,-29.49,6.71,Dunbar et al (unpublished)
,16,1999,Mar,POM,-61.766,-66.634,0.07,-30.52,6.38,Dunbar et al (unpublished)
,16,1999,Mar,POM,-61.955,-66.57,1.16,-30.24,6.09,Dunbar et al (unpublished)
,16,1999,Mar,POM,-62.191,-66.634,1.9,-29.7,6.17,Dunbar et al (unpublished)
,16,1999,Mar,POM,-62.349,-66.689,-0.54,-28.09,6.58,Dunbar et al (unpublished)
,16,1999,Mar,POM,-62.516,-66.738,0.23,-29.51,6.32,Dunbar et al (unpublished)
,16,1999,Mar,POM,-62.642,-66.883,0.38,-28.18,7.14,Dunbar et al (unpublished)
,16,1999,Mar,POM,-62.807,-66.997,0.26,-29.25,6.4,Dunbar et al (unpublished)
,16,1999,Mar,POM,-62.919,-67.061,0.97,-29.51,6.42,Dunbar et al (unpublished)
,16,1999,Mar,POM,-62.98,-67.064,2.5,-30.12,6.53,Dunbar et al (unpublished)
,16,1999,Mar,POM,-63.166,-67.052,0.56,-29.67,6.3,Dunbar et al (unpublished)
,16,1999,Mar,POM,-63.361,-67.08,1.87,-29.92,6.49,Dunbar et al (unpublished)
,16,1999,Mar,POM,-63.558,-67.104,0.39,-30.65,6.2,Dunbar et al (unpublished)
,16,1999,Mar,POM,-63.753,-67.134,4.11,-26.44,12.43,Dunbar et al (unpublished)
,16,1999,Mar,POM,-63.949,-67.156,-1.63,-29.81,6.2,Dunbar et al (unpublished)
,16,1999,Mar,POM,-64.148,-67.197,2.14,-29.93,6.02,Dunbar et al (unpublished)
,16,1999,Mar,POM,-64.148,-67.197,2.46,-28.72,7.57,Dunbar et al (unpublished)
,16,1999,Mar,POM,-64.527,-67.258,-1.12,-29.92,6.04,Dunbar et al (unpublished)
,16,1999,Mar,POM,-64.71,-67.31,1.35,-30.21,6.28,Dunbar et al (unpublished)
,16,1999,Mar,POM,-64.921,-67.37,1.68,-28.75,7.66,Dunbar et al (unpublished)
,16,1999,Mar,POM,-65.138,-67.428,0.44,-30.25,6.22,Dunbar et al (unpublished)
,16,1999,Mar,POM,-65.404,-67.597,0.18,-28.6,6.21,Dunbar et al (unpublished)
,16,1999,Mar,POM,-65.765,-67.771,0.71,-29.06,5.87,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.035,-67.775,-0.7,-28.21,6.69,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.228,-67.777,1.25,-30.95,6.31,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.404,-67.759,-1,-30.18,6.16,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.535,-67.525,-1.37,-30.23,5.44,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.625,-67.292,0.34,-29.9,5.35,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.724,-67.029,0.67,-30.46,5.74,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.804,-66.839,-0.8,-31.76,5.38,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.693,-66.745,-0.37,-30.4,5.18,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.782,-67.001,-0.43,-30.25,5.37,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.833,-67.027,-0.19,-30.92,5.28,Dunbar et al (unpublished)
,16,1999,Apr,POM,-67.006,-66.842,-0.88,-33.02,5.11,Dunbar et al (unpublished)
,16,1999,Apr,POM,-67.151,-66.797,-0.99,-32.84,5.29,Dunbar et al (unpublished)
,16,1999,Apr,POM,-67.207,-66.879,-0.31,-32.57,5.04,Dunbar et al (unpublished)
,16,1999,Apr,POM,-67.08,-66.807,-1.27,-32.47,5.2,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.942,-66.779,-0.85,-31.5,5.1,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.964,-66.713,-0.63,-31.03,5.13,Dunbar et al (unpublished)
,16,1999,Apr,POM,-67.054,-66.81,-0.82,-32.25,5.02,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.643,-67.02,0.37,-30.06,5.42,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.358,-66.772,-0.6,-29.47,5.9,Dunbar et al (unpublished)
,16,1999,Apr,POM,-66.04,-65.56,1.25,-28.63,6.14,Dunbar et al (unpublished)
