"","X","Y","Values"
"1",-179,-40,0.174980342388153
"2",-177,-40,0.168650195002556
"3",-175,-40,0.166024133563042
"4",-173,-40,0.1660196185112
"5",-171,-40,0.168116807937622
"6",-169,-40,0.171580985188484
"7",-167,-40,0.177425935864449
"8",-165,-40,0.183217510581017
"9",-163,-40,0.186679109930992
"10",-161,-40,0.190218761563301
"11",-159,-40,0.19599723815918
"12",-157,-40,0.203113943338394
"13",-155,-40,0.208970054984093
"14",-153,-40,0.216104105114937
"15",-151,-40,0.226088404655457
"16",-149,-40,0.236244842410088
"17",-147,-40,0.247363328933716
"18",-145,-40,0.258899748325348
"19",-143,-40,0.272963553667068
"20",-141,-40,0.285755097866058
"21",-139,-40,0.302098751068115
"22",-137,-40,0.320684105157852
"23",-135,-40,0.322872161865234
"24",-133,-40,0.31961527466774
"25",-131,-40,0.320440292358398
"26",-129,-40,0.318978250026703
"27",-127,-40,0.319119215011597
"28",-125,-40,0.317694932222366
"29",-123,-40,0.320375680923462
"30",-121,-40,0.321825921535492
"31",-119,-40,0.325394749641418
"32",-117,-40,0.326710551977158
"33",-115,-40,0.324504613876343
"34",-113,-40,0.31976842880249
"35",-111,-40,0.309565603733063
"36",-109,-40,0.295911312103271
"37",-107,-40,0.284024447202682
"38",-105,-40,0.272397488355637
"39",-103,-40,0.261781632900238
"40",-101,-40,0.251548558473587
"41",-99,-40,0.241066157817841
"42",-97,-40,0.230460792779922
"43",-95,-40,0.220097750425339
"44",-93,-40,0.20971417427063
"45",-91,-40,0.202087447047234
"46",-89,-40,0.194657683372498
"47",-87,-40,0.190374761819839
"48",-85,-40,0.185162916779518
"49",-83,-40,0.179554268717766
"50",-81,-40,0.175921350717545
"51",-79,-40,0.172141775488853
"52",-77,-40,0.165549740195274
"53",-75,-40,0.18135978281498
"54",-73,-40,0.411830633878708
"55",-71,-40,NA
"56",-69,-40,0.290773689746857
"57",-67,-40,0.290773689746857
"58",-65,-40,0.390962302684784
"59",-63,-40,0.457790970802307
"60",-61,-40,0.210063651204109
"61",-59,-40,0.209755718708038
"62",-57,-40,0.23479600250721
"63",-55,-40,0.165617600083351
"64",-53,-40,0.206480801105499
"65",-51,-40,0.240515187382698
"66",-49,-40,0.28950959444046
"67",-47,-40,0.329322278499603
"68",-45,-40,0.357373714447021
"69",-43,-40,0.402932226657867
"70",-41,-40,0.419058412313461
"71",-39,-40,0.449832260608673
"72",-37,-40,0.372719079256058
"73",-35,-40,0.372175008058548
"74",-33,-40,0.335384696722031
"75",-31,-40,0.300861418247223
"76",-29,-40,0.292939156293869
"77",-27,-40,0.245290279388428
"78",-25,-40,0.213476449251175
"79",-23,-40,0.194610714912415
"80",-21,-40,0.177778661251068
"81",-19,-40,0.164823681116104
"82",-17,-40,0.158560782670975
"83",-15,-40,0.157909795641899
"84",-13,-40,0.159160748124123
"85",-11,-40,0.162729769945145
"86",-9,-40,0.163317799568176
"87",-7,-40,0.158269107341766
"88",-5,-40,0.157864019274712
"89",-3,-40,0.161036550998688
"90",-1,-40,0.161901131272316
"91",1,-40,0.161710917949677
"92",3,-40,0.159631207585335
"93",5,-40,0.157372385263443
"94",7,-40,0.158021360635757
"95",9,-40,0.161486834287643
"96",11,-40,0.171196505427361
"97",13,-40,0.188918769359589
"98",15,-40,0.2327781021595
"99",17,-40,0.306178748607635
"100",19,-40,0.370102018117905
"101",21,-40,0.511087954044342
"102",23,-40,0.617735087871552
"103",25,-40,0.485366940498352
"104",27,-40,0.379946917295456
"105",29,-40,0.354604631662369
"106",31,-40,0.262826800346375
"107",33,-40,0.237694621086121
"108",35,-40,0.218567669391632
"109",37,-40,0.204131275415421
"110",39,-40,0.191752552986145
"111",41,-40,0.187141567468643
"112",43,-40,0.182767525315285
"113",45,-40,0.183687642216682
"114",47,-40,0.176994070410728
"115",49,-40,0.170233726501465
"116",51,-40,0.16864512860775
"117",53,-40,0.17261515557766
"118",55,-40,0.173892468214035
"119",57,-40,0.176419347524643
"120",59,-40,0.172723531723022
"121",61,-40,0.17247585952282
"122",63,-40,0.17094811797142
"123",65,-40,0.16726516187191
"124",67,-40,0.163614973425865
"125",69,-40,0.161956772208214
"126",71,-40,0.161757916212082
"127",73,-40,0.162106692790985
"128",75,-40,0.161880314350128
"129",77,-40,0.161870956420898
"130",79,-40,0.162580415606499
"131",81,-40,0.164903491735458
"132",83,-40,0.168588742613792
"133",85,-40,0.172476664185524
"134",87,-40,0.176566660404205
"135",89,-40,0.179595664143562
"136",91,-40,0.184790372848511
"137",93,-40,0.189287051558495
"138",95,-40,0.194422140717506
"139",97,-40,0.201253652572632
"140",99,-40,0.208495989441872
"141",101,-40,0.216495305299759
"142",103,-40,0.227183848619461
"143",105,-40,0.237825155258179
"144",107,-40,0.254534840583801
"145",109,-40,0.272668749094009
"146",111,-40,0.285658150911331
"147",113,-40,0.274332195520401
"148",115,-40,0.271525353193283
"149",117,-40,0.264228314161301
"150",119,-40,0.257953435182571
"151",121,-40,0.240011945366859
"152",123,-40,0.221053794026375
"153",125,-40,0.205038577318192
"154",127,-40,0.190985858440399
"155",129,-40,0.181380942463875
"156",131,-40,0.175776928663254
"157",133,-40,0.170019805431366
"158",135,-40,0.165400713682175
"159",137,-40,0.162271842360497
"160",139,-40,0.162452429533005
"161",141,-40,0.167745098471642
"162",143,-40,0.179005578160286
"163",145,-40,0.198686271905899
